material_key,Thermoelectric ZT,Alloy yield strength,CO2R H2 Faradaic efficiency
Fe:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.0989010989,0.042000606655212165,621.880585119048,42.76687123861377
Fe:0.01639344262|Hf:0.09289617486|Li:0.07103825137|O:0.6557377049|P:0.1639344262,0.07021395008159168,509.3832053571429,41.36306969442112
Fe:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Ti:0.09289617486,0.044704884513394626,581.618864087302,42.66337779421951
Fe:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.08695652174,0.04540012809492585,579.3713938492067,42.66337779421951
Fe:0.02702702703|Li:0.08108108108|O:0.6486486486|P:0.1621621622|Ti:0.08108108108,0.04549393542575638,583.61972718254,42.64727009510208
Fe:0.04|K:0.02|Li:0.06|Na:0.04|O:0.6|Si:0.24,0.04801499272661685,431.18877615440124,42.500266586054245
Fe:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Ti:0.05263157895,0.0467654280986234,521.7641517857145,42.58235416547132
Fe:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Zr:0.05263157895,0.05814908219700699,489.6140823412699,44.862746682192125
Fe:0.05263157895|Li:0.1578947368|Mo:0.1578947368|O:0.6315789474,0.047880434469432874,711.1694320436511,46.10009474215462
Fe:0.05555555556|Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sb:0.05555555556,0.0811206204017536,487.19955952380957,38.82257720086734
Fe:0.05|Li:0.1|O:0.6|Sr:0.1|Ta:0.15,0.06413568015826152,528.9754573412697,42.56884301864008
Ga:0.008565310493|La:0.1284796574|Li:0.2633832976|O:0.5139186296|Ta:0.01070663812|Zr:0.07494646681,0.04321619130620493,495.32435019841245,42.14554732764903
Ga:0.01063829787|La:0.1276595745|Li:0.2659574468|O:0.5106382979|Zr:0.08510638298,0.038403102720168274,501.78365575396805,40.939202335472146
Ga:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.0989010989,0.043761204670114,582.8461557539686,42.76687123861377
Ga:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Ti:0.09289617486,0.04669265993154848,558.1612981150794,42.66337779421951
Ga:0.02040816327|Li:0.2517006803|O:0.5442176871|P:0.1360544218|Zn:0.04761904762,0.013542838456000964,480.5752380952381,43.4660285763607
Ga:0.02173913043|La:0.1304347826|Li:0.2391304348|O:0.5217391304|Zr:0.08695652174,0.036595540035597,499.83336805555535,40.421725088843154
Ga:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.08695652174,0.04739713394270721,563.0014171626985,42.66337779421951
Ga:0.02702702703|Li:0.08108108108|O:0.6486486486|P:0.1621621622|Ti:0.08108108108,0.047516201334278245,533.7259682539685,42.64727009510208
Ga:0.03448275862|Li:0.2413793103|O:0.5517241379|P:0.1379310345|Zn:0.03448275862,0.014273330598272068,481.2176547619048,43.467219459432265
Ga:0.1428571429|Ge:0.1428571429|Li:0.1428571429|O:0.5714285714,0.06237071550611296,479.338517857143,46.340898723202834
Ga:0.1|Li:0.5|O:0.4,0.028222580949632543,464.7462162698412,45.49038505855
Ga:0.25|Li:0.25|O:0.5,0.00724643635752469,470.2858392857143,47.11186354043487
Ga:0.2|Ge:0.1|Li:0.1|S:0.6,0.23572051004507938,490.55459920634917,45.601669673340645
Gd:0.05555555556|Li:0.05555555556|O:0.6666666667|P:0.2222222222,0.06015438187900357,469.9138204365079,38.78617128287173
Ge:0.007633587786|I:0.07633587786|Li:0.465648855|P:0.06870229008|S:0.3816793893,0.2943294466884622,464.3557797619047,39.40750662461792
Ge:0.01140684411|I:0.07604562738|Li:0.4676806084|P:0.06463878327|S:0.3802281369,0.2943717999310846,464.7449464285713,39.40750662461792
Ge:0.01320528211|Li:0.400160064|P:0.08003201281|S:0.4801920768|Sn:0.02641056423,0.26064319354573157,465.6624513888888,38.24456379434075
Ge:0.01515151515|I:0.07575757576|Li:0.4696969697|P:0.06060606061|S:0.3787878788,0.2944472481845831,464.7449464285713,39.40750662461792
Ge:0.0166|Li:0.4|P:0.08|S:0.48|Sn:0.0234,0.2580658519607011,467.9481855158729,38.24456379434075
Ge:0.01886792453|I:0.07547169811|Li:0.4716981132|P:0.05660377358|S:0.3773584906,0.29725988469390924,464.7449464285713,39.3155284322769
Ge:0.02255639098|I:0.07518796992|Li:0.4736842105|P:0.05263157895|S:0.3759398496,0.2971401075974541,465.1963353174603,39.3155284322769
Ge:0.0243902439|Li:0.3902439024|O:0.487804878|P:0.09756097561,0.06728236013740511,462.89236607142846,43.39479640190673
Ge:0.0243902439|Li:0.3902439024|O:0.487804878|V:0.09756097561,0.06736382977753265,495.3696835317459,43.825042017832736
Ge:0.0243902439|Li:0.3902439024|P:0.09756097561|S:0.487804878,0.2166860508898363,468.3064196428571,43.75201433072786
Ge:0.02641056423|Li:0.400160064|P:0.08003201281|S:0.4801920768|Sn:0.01320528211,0.2642862372339624,463.8801299603174,37.22891542049521
Ge:0.02777777778|Li:0.4444444444|Se:0.4444444444|Sn:0.08333333333,0.2704585307992924,489.34559623015855,41.09722428843687
Ge:0.02985074627|I:0.07462686567|Li:0.4776119403|P:0.0447761194|S:0.3731343284,0.2987284692356166,465.1963353174603,39.3155284322769
Ge:0.0303030303|Li:0.3939393939|P:0.09090909091|S:0.4848484848,0.22968992581210154,468.97923710317457,43.79893814920137
Ge:0.031|Li:0.4|P:0.08|S:0.48|Sn:0.009,0.2626546146693308,464.5155466269841,37.573365023611515
Ge:0.03614457831|Li:0.3975903614|P:0.0843373494|S:0.4819277108,0.22972604904690827,465.7146537698412,43.7937932820874
Ge:0.03703703704|I:0.07407407407|Li:0.4814814815|P:0.03703703704|S:0.3703703704,0.2999311694706121,464.78046230158725,39.3155284322769
Ge:0.038|Li:0.4|P:0.08|S:0.48|Si:0.002,0.2365395920920158,467.8136418650793,43.53259759887658
Ge:0.04191616766|Li:0.4011976048|P:0.07784431138|S:0.4790419162,0.23898951009499786,465.93191567460315,43.85795068453501
Ge:0.04411764706|I:0.07352941176|Li:0.4852941176|P:0.02941176471|S:0.3676470588,0.2992648258255665,463.72108730158726,39.3155284322769
Ge:0.04761904762|Li:0.4047619048|O:0.4761904762|P:0.07142857143,0.05927307414007835,478.6400396825397,43.42137221327314
Ge:0.04761904762|Li:0.4047619048|O:0.4761904762|V:0.07142857143,0.06360366368532631,484.5173025793649,43.73587837621543
Ge:0.04761904762|Li:0.4047619048|P:0.07142857143|S:0.4761904762,0.24240665303923584,464.8369156746031,44.078947725273196
Ge:0.04|Li:0.4|P:0.08|S:0.48,0.23656893453056832,465.93191567460315,43.53259759887658
Ge:0.05109489051|I:0.07299270073|Li:0.4890510949|P:0.02189781022|S:0.3649635036,0.2889632645324574,463.72108730158726,39.3155284322769
Ge:0.05325443787|Li:0.4082840237|P:0.0650887574|S:0.4733727811,0.24333513485040423,466.4376101190476,44.35665347677812
Ge:0.05555555556|Li:0.4444444444|Se:0.4444444444|Sn:0.05555555556,0.2769955702766536,489.34559623015855,40.57509779958318
Ge:0.05797101449|I:0.07246376812|Li:0.4927536232|P:0.01449275362|S:0.3623188406,0.288473043960507,463.72108730158726,39.3155284322769
Ge:0.05882352941|Li:0.4117647059|P:0.05882352941|S:0.4705882353,0.2445835885497929,467.6642767857142,45.09838432168614
Ge:0.06976744186|Li:0.4186046512|O:0.4651162791|P:0.04651162791,0.062120071681513005,463.29424206349194,43.742307244074055
Ge:0.06976744186|Li:0.4186046512|O:0.4651162791|V:0.04651162791,0.06337888923773931,483.4739345238094,44.19473523797488
Ge:0.06976744186|Li:0.4186046512|P:0.04651162791|S:0.4651162791,0.25062049796434643,466.2524712301587,45.38540276332206
Ge:0.07692307692|Li:0.6153846154|P:0.3076923077,0.20992297387693473,479.36606746031737,45.94082015358344
Ge:0.08333333333|Li:0.4444444444|Se:0.4444444444|Sn:0.02777777778,0.2738106812958895,487.3894851190474,40.095163256823284
Ge:0.08571428571|Li:0.4285714286|O:0.4571428571|V:0.02857142857,0.08838240300477235,463.5235476190476,45.563889334302395
Ge:0.09090909091|Li:0.4318181818|O:0.4545454545|P:0.02272727273,0.08843196041471141,462.9270198412698,45.22830295458134
Ge:0.09090909091|Li:0.4318181818|O:0.4545454545|V:0.02272727273,0.08991182474516222,462.88813095238095,45.47599834020816
Ge:0.09090909091|Li:0.4318181818|P:0.02272727273|S:0.4545454545,0.256196249382268,470.9239990079366,46.24002005815491
Ge:0.09770114943|Li:0.4252873563|O:0.4597701149|W:0.01724137931,0.10760508169218654,453.89912301587276,41.22256613555847
Ge:0.1111111111|Li:0.05555555556|O:0.6666666667|P:0.1666666667,0.06887867496445925,483.070373015873,44.1481986893527
Ge:0.1111111111|Li:0.4444444444|O:0.4444444444,0.08356531295325374,464.98813095238086,46.24002005815491
Ge:0.1111111111|Li:0.4444444444|S:0.1111111111|Se:0.3333333333,0.31163313116243785,488.1999662698412,47.2617791208717
Ge:0.1111111111|Li:0.4444444444|S:0.2222222222|Se:0.2222222222,0.30632515244489056,489.7873273809524,46.89574108146569
Ge:0.1111111111|Li:0.4444444444|S:0.3333333333|Se:0.1111111111,0.3131022195219341,478.5594702380953,47.07102069604296
Ge:0.1111111111|Li:0.4444444444|S:0.4444444444,0.2428413820402468,470.9554771825397,46.123066818428214
Ge:0.1111111111|Li:0.4444444444|Se:0.4444444444,0.2612199343642127,490.8765684523808,47.33560433451493
Ge:0.1304347826|Li:0.3043478261|P:0.04347826087|S:0.5217391304,0.23722532185659573,468.7323373015872,45.95085406033499
Ge:0.1333333333|Li:0.4|O:0.4666666667,0.06677553228251197,463.0138749999999,46.123066818428214
Ge:0.2142857143|Li:0.1428571429|O:0.5714285714|Zn:0.07142857143,0.06266705312024358,475.0790982142857,46.240078363566376
H:0.4392523364|Li:0.02803738318|Mo:0.07476635514|O:0.3738317757|S:0.07476635514|W:0.009345794393,0.06813757896025084,660.2944890873016,40.97360409355748
H:0.4|I:0.1|Li:0.3|N:0.2,0.29473019160538966,499.74510019841256,39.88367056319819
Hf:0.05186721992|Li:0.07883817427|O:0.622406639|Sr:0.09128630705|Ta:0.1556016598,0.09848996882576498,550.8369246031746,42.25898154132611
Hf:0.05263157895|In:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368,0.0683340963786412,490.9998720238096,40.33742247001806
Hf:0.08333333333|La:0.125|Li:0.2916666667|O:0.5,0.03487656144531971,519.3789196428569,42.91124459992235
Hf:0.08695652174|In:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783,0.07006240236810216,509.3832053571429,41.36306969442112
Hf:0.08695652174|Li:0.07608695652|Lu:0.02173913043|O:0.652173913|P:0.1630434783,0.0761253830975956,521.600189484127,41.36173112801796
Hf:0.08695652174|Li:0.07608695652|O:0.652173913|P:0.1630434783|Y:0.02173913043,0.06866541222091552,509.3832053571429,41.36306969442112
Hf:0.09289617486|In:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262,0.07389694822922656,518.311072420635,41.36306969442112
Hf:0.09289617486|Li:0.07103825137|Lu:0.01639344262|O:0.6557377049|P:0.1639344262,0.07995992895872,523.2418561507936,41.36173112801796
Hf:0.09289617486|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Sc:0.01639344262,0.07193738327621944,509.3832053571429,41.36306969442112
Hf:0.09289617486|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Y:0.01639344262,0.07249995808203993,512.5570942460319,41.36306969442112
Hf:0.0989010989|In:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648,0.07760732601625822,521.600189484127,41.431218160047294
Hf:0.0989010989|Li:0.06593406593|Lu:0.01098901099|O:0.6593406593|P:0.1648351648,0.0771143293103325,523.7356061507937,41.538061218432716
Hf:0.1049723757|In:0.005524861878|Li:0.06077348066|O:0.6629834254|P:0.1657458564,0.07670833324583876,523.2418561507936,41.431218160047294
Hf:0.1049723757|Li:0.06077348066|Lu:0.005524861878|O:0.6629834254|P:0.1657458564,0.07589783329253122,523.7356061507937,41.538061218432716
Hf:0.1049723757|Li:0.06077348066|O:0.6629834254|P:0.1657458564|Sc:0.005524861878,0.07337060808807343,521.600189484127,41.431218160047294
Hf:0.1111111111|Li:0.05555555556|O:0.6666666667|P:0.1666666667,0.07064631757094851,517.2310327380952,42.03278752978522
Hf:0.11274282|Li:0.0507482108|O:0.6692071754|P:0.1673017938,0.07060232747145204,517.2310327380952,42.03278752978522
Hf:0.1137189159|Li:0.04805811679|O:0.6705783738|P:0.1676445935,0.07060232747145204,517.2310327380952,42.051100815501826
I:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.27265565668742825,456.8066081349205,39.43581160414599
I:0.1|Li:0.4|P:0.1|S:0.4,0.29831592126428214,482.4909583333332,39.89349149044291
In:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.0989010989,0.06744022057329939,516.9192886904763,31.886019681977345
In:0.01111111111|La:0.1333333333|Li:0.2444444444|Nb:0.07777777778|O:0.5333333333,0.036412563822619405,510.759673611111,40.51973142920555
In:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Ti:0.09289617486,0.0699699625653504,503.2601478174603,32.505242754004904
In:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.08695652174,0.0710776626864596,496.09787599206345,31.912473417595418
In:0.02702702703|Li:0.08108108108|O:0.6486486486|P:0.1621621622|Ti:0.08108108108,0.06937231619836795,499.29527182539675,33.15108817029109
In:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Ti:0.05263157895,0.07387216151983939,492.46953769841275,35.31295089367036
In:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Zr:0.05263157895,0.07160201322920602,474.2025446428571,35.523366399891735
K:0.01111111111|La:0.1222222222|Li:0.2444444444|Nb:0.08888888889|O:0.5333333333,0.03194973529757527,503.4955168650792,40.51973142920555
K:0.02|Li:0.18|O:0.6|Sb:0.2,0.08305153086071046,508.5265734126984,39.781916019446626
La:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.0989010989,0.0685944712812165,502.80806448412693,35.98802927431027
La:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Ti:0.09289617486,0.07386124276948172,498.46763789682535,36.50788312218419
La:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.08695652174,0.07672737887584286,496.6050287698412,36.68859708529103
La:0.02702702703|Li:0.08108108108|O:0.6486486486|P:0.1621621622|Ti:0.08108108108,0.07573710656731462,499.0586051587301,37.73308169469549
La:0.05555555556|Li:0.002222222222|Na:0.05333333333|Nb:0.2222222222|O:0.6666666667,0.06944795433926328,519.4173323412698,39.66172037786958
La:0.05555555556|Li:0.004444444444|Na:0.05111111111|Nb:0.2222222222|O:0.6666666667,0.0682230303719642,519.4173323412698,39.66172037786958
La:0.05555555556|Li:0.007777777778|Na:0.04777777778|Nb:0.2222222222|O:0.6666666667,0.06824689601120058,519.4173323412698,39.32595215135079
La:0.05555555556|Li:0.01111111111|Na:0.04444444444|Nb:0.2222222222|O:0.6666666667,0.06824689601120058,519.4173323412698,39.32595215135079
La:0.05555555556|Li:0.02222222222|Na:0.03333333333|Nb:0.2222222222|O:0.6666666667,0.07106566842918846,519.4173323412698,39.27746762388352
La:0.05555555556|Li:0.03333333333|Na:0.02222222222|Nb:0.2222222222|O:0.6666666667,0.07106566842918846,518.1566031746031,39.27746762388352
La:0.05555555556|Li:0.04444444444|Na:0.01111111111|Nb:0.2222222222|O:0.6666666667,0.07106566842918846,518.7128531746031,39.35679143387234
La:0.05555555556|Li:0.05555555556|O:0.6666666667|Ta:0.2222222222,0.13481994836640615,544.0709712301588,42.55835015513647
La:0.07258064516|Li:0.06048387097|O:0.6048387097|Sr:0.06048387097|Ti:0.2016129032,0.08312349409858781,492.71234027777774,39.5244112627036
La:0.07878787879|Li:0.05656565657|O:0.6060606061|Sr:0.05656565657|Ti:0.202020202,0.08303363148618242,492.71234027777774,39.49740156033252
La:0.08350305499|Li:0.05091649695|O:0.6109979633|Sr:0.05091649695|Ti:0.2036659878,0.08898382615008076,499.55074305555553,39.102673606892814
La:0.08695652174|Li:0.2608695652|Nb:0.08695652174|O:0.5217391304|Sr:0.04347826087,0.03378943944683551,490.29244146825386,39.9530219237625
La:0.08695652174|Li:0.2608695652|O:0.5217391304|Sb:0.08695652174|Sr:0.04347826087,0.05021319686757242,499.42845833333314,40.421725088843154
La:0.08695652174|Li:0.2608695652|O:0.5217391304|Sr:0.04347826087|Ta:0.08695652174,0.03502367995857038,502.3336815476188,42.39376735329335
La:0.09090909091|Li:0.09090909091|Nb:0.1818181818|O:0.6363636364,0.06194207580772067,508.2297628968254,39.9291258026999
La:0.1046277666|Li:0.09054325956|O:0.6036217304|Ti:0.2012072435,0.08235896043531384,499.76994940476186,39.217880035128374
La:0.1059322034|Li:0.2796610169|O:0.5084745763|Ta:0.01694915254|Y:0.02118644068|Zr:0.06779661017,0.04090464685350591,493.8687946428569,42.14554732764903
La:0.106029106|Li:0.03118503119|O:0.6237006237|Sr:0.03118503119|Ti:0.2079002079,0.09046354199633919,504.74515773809514,39.33521803146484
La:0.1064718163|Li:0.07098121086|O:0.6137787056|Ti:0.2087682672,0.08616301721103493,501.4116160714285,39.1416027624439
La:0.1095334686|Li:0.07910750507|O:0.6085192698|Ti:0.2028397566,0.08849036062830695,501.90536607142855,39.10223653412647
La:0.1120162933|Li:0.0733197556|O:0.6109979633|Ti:0.2036659878,0.08677706071505921,501.90536607142855,39.27585074042687
La:0.1145194274|Li:0.06748466258|O:0.6134969325|Ti:0.2044989775,0.08364439067498534,501.90536607142855,39.562372387334705
La:0.1160164271|Li:0.06262833676|O:0.6160164271|Ti:0.205338809,0.08266177060510536,501.90536607142855,39.68424228263243
La:0.1165254237|Li:0.2796610169|O:0.5084745763|Ta:0.01694915254|Y:0.01059322034|Zr:0.06779661017,0.043409315075621575,494.6722668650791,42.14554732764903
La:0.1172839506|Li:0.05967078189|O:0.6172839506|Ti:0.2057613169,0.08293647250414625,501.90536607142855,39.68424228263243
La:0.1176470588|Li:0.02100840336|O:0.6302521008|Sr:0.02100840336|Ti:0.2100840336,0.08170077642566048,510.72637301587287,39.53927168270397
La:0.117768595|Li:0.05578512397|O:0.6198347107|Ti:0.2066115702,0.08187417170997811,501.90536607142855,39.68424228263243
La:0.1195876289|Li:0.05567010309|O:0.618556701|Ti:0.206185567,0.08196530200974343,501.90536607142855,39.68424228263243
La:0.1218220339|Li:0.2796610169|O:0.5084745763|Ta:0.01694915254|Y:0.005296610169|Zr:0.06779661017,0.04321619130620493,495.32435019841245,42.14554732764903
La:0.1237006237|Li:0.0446985447|O:0.6237006237|Ti:0.2079002079,0.07548392151012319,503.690435515873,39.68424228263243
La:0.1246882793|Li:0.293433084|O:0.4987531172|Y:0.002493765586|Zr:0.08063175395,0.03973123173545993,493.24684523809515,40.939202335472146
La:0.125|Li:0.2916666667|O:0.5|Zr:0.08333333333,0.03398031192129909,493.0478323412698,40.939202335472146
La:0.1260504202|Li:0.2857142857|Mo:0.004201680672|O:0.5042016807|Zr:0.07983193277,0.03524793817003784,496.7721428571427,40.939202335472146
La:0.1260504202|Li:0.2857142857|O:0.5042016807|Sb:0.008403361345|Zr:0.0756302521,0.03953712725760632,499.6150793650792,40.939202335472146
La:0.1260504202|Li:0.2857142857|O:0.5042016807|Ta:0.008403361345|Zr:0.0756302521,0.03547471399053724,492.2068253968252,42.14554732764903
La:0.1263157895|Li:0.2842105263|Nb:0.01052631579|O:0.5052631579|Zr:0.07368421053,0.035926825777792416,498.83174603174587,40.939202335472146
La:0.1263157895|Li:0.2842105263|O:0.5052631579|Ta:0.01052631579|Zr:0.07368421053,0.03924695013873537,494.3422420634918,42.14554732764903
La:0.1263157895|Li:0.2842105263|O:0.5052631579|Te:0.005263157895|Zr:0.07894736842,0.05711830299264464,499.6150793650792,40.939202335472146
La:0.1265822785|Li:0.2827004219|O:0.5063291139|Ta:0.01265822785|Zr:0.07172995781,0.039284258148516445,494.3422420634918,42.14554732764903
La:0.1268498943|Li:0.2811839323|O:0.5073995772|Ta:0.01479915433|Zr:0.06976744186,0.03993955744271903,494.3422420634918,42.14554732764903
La:0.1271186441|Li:0.01271186441|O:0.6355932203|Sr:0.01271186441|Ti:0.2118644068,0.0727589117434508,514.3550188492062,39.5644561742539
La:0.1271186441|Li:0.2796610169|Mo:0.008474576271|O:0.5084745763|Zr:0.07627118644,0.034149507302795624,505.0283432539681,40.939202335472146
La:0.1271186441|Li:0.2796610169|O:0.5084745763|Sb:0.01694915254|Zr:0.06779661017,0.040932833080743164,499.68591269841255,40.939202335472146
La:0.1271186441|Li:0.2796610169|O:0.5084745763|Ta:0.01694915254|Zr:0.06779661017,0.040127215561673264,495.1964087301585,42.14554732764903
La:0.127348643|Li:0.0375782881|O:0.6263048017|Ti:0.2087682672,0.07193980889599565,503.690435515873,39.53927168270397
La:0.127388535|Li:0.2781316348|O:0.5095541401|Ta:0.01910828025|Zr:0.06581740977,0.04023160985353617,495.1964087301585,42.144208761245864
La:0.1276595745|Li:0.2765957447|Mo:0.01063829787|O:0.5106382979|Zr:0.07446808511,0.0348255357678481,514.0671626984125,40.939202335472146
La:0.1276595745|Li:0.2765957447|Nb:0.05319148936|O:0.5106382979|Y:0.03191489362,0.037046773488028824,507.574673611111,40.939202335472146
La:0.1276595745|Li:0.2765957447|O:0.5106382979|Ta:0.02127659574|Zr:0.06382978723,0.04022961187332492,495.3322420634919,42.364616438752286
La:0.1276595745|Li:0.2765957447|O:0.5106382979|Te:0.01063829787|Zr:0.07446808511,0.05823816451861789,499.68591269841255,40.939202335472146
La:0.1282051282|Li:0.2735042735|Mo:0.01282051282|O:0.5128205128|Zr:0.07264957265,0.0348255357678481,514.0671626984125,40.939202335472146
La:0.1282051282|Li:0.2735042735|O:0.5128205128|Sb:0.02564102564|Zr:0.05982905983,0.042377955880031855,501.9427182539681,40.939202335472146
La:0.1282051282|Li:0.2735042735|O:0.5128205128|Ta:0.02564102564|Zr:0.05982905983,0.04022961187332492,497.08853174603155,42.57155794783086
La:0.1293103448|Li:0.2672413793|Mo:0.01724137931|O:0.5172413793|Zr:0.06896551724,0.034721525679030106,544.4872123015872,40.96281350470913
La:0.1293103448|Li:0.2672413793|O:0.5172413793|Sb:0.03448275862|Zr:0.05172413793,0.050546426790504945,501.9427182539681,40.96281350470913
La:0.1293103448|Li:0.2672413793|O:0.5172413793|Ta:0.03448275862|Zr:0.05172413793,0.03899093254180414,494.15103174603155,42.67219753597189
La:0.1298701299|Li:0.2640692641|O:0.5194805195|Sm:0.02380952381|Ta:0.06277056277,0.03499226598727704,505.8293759920633,42.39376735329335
La:0.12|Li:0.28|O:0.52|Ta:0.08,0.027758728218566005,503.06850297619036,42.39376735329335
La:0.1302521008|Li:0.02941176471|Mg:0.1050420168|O:0.6302521008|W:0.1050420168,0.06957802592044901,516.7594890873015,42.25898154132611
La:0.1302521008|Li:0.02941176471|O:0.6302521008|Ti:0.2100840336,0.06910646086332066,509.73262301587295,39.71325676120081
La:0.1304347826|Li:0.2608695652|Nb:0.0652173913|O:0.5217391304|Y:0.02173913043,0.03289679778551515,509.9763402777777,40.421725088843154
La:0.1304347826|Li:0.2608695652|O:0.5217391304|Sb:0.04347826087|Zr:0.04347826087,0.0502942701369488,501.8095932539681,40.421725088843154
La:0.1304347826|Li:0.2608695652|O:0.5217391304|Ta:0.04347826087|Zr:0.04347826087,0.035203165390351815,493.4074900793649,42.32510012454065
La:0.1307189542|Li:0.2352941176|Nb:0.07843137255|O:0.522875817|Y:0.03267973856,0.03588734526824704,507.97307638888867,40.421725088843154
La:0.1310043668|Li:0.2576419214|O:0.5240174672|Sm:0.01965065502|Ta:0.06768558952,0.03366872200183861,506.09562599206333,42.39376735329335
La:0.1319261214|Li:0.2524186456|O:0.5277044855|Ta:0.0219876869|Zr:0.06596306069,0.036140593437403654,495.59849206349185,42.05408070120187
La:0.1321585903|Li:0.2511013216|O:0.5286343612|Sm:0.0154185022|Ta:0.07268722467,0.03293909898760066,505.50777876984114,42.491773693655745
La:0.1329113924|Li:0.02320675105|Mg:0.1054852321|O:0.6329113924|W:0.1054852321,0.06987961797540547,514.2882738095237,42.34124947083121
La:0.1333333333|Li:0.2444444444|Nb:0.07777777778|O:0.5333333333|Y:0.01111111111,0.03136548842125221,510.759673611111,40.51973142920555
La:0.1333333333|Li:0.2444444444|O:0.5333333333|Sm:0.01111111111|Ta:0.07777777778,0.03214380051004887,510.23625099206333,42.552700807287195
La:0.1339285714|Li:0.2410714286|Nb:0.08035714286|O:0.5357142857|Y:0.008928571429,0.031359812895717126,510.759673611111,40.51973142920555
La:0.134529148|Li:0.2376681614|O:0.5381165919|Sm:0.006726457399|Ta:0.08295964126,0.03209726909689339,509.45083432539667,42.68554932716973
La:0.1351351351|Li:0.2342342342|Nb:0.08558558559|O:0.5405405405|Y:0.004504504505,0.0312678474571393,501.4254474206348,40.51973142920555
La:0.1355932203|Li:0.01694915254|O:0.6355932203|Ti:0.2118644068,0.06613488921434423,511.25064384920626,39.107146946315055
La:0.1363636364|Li:0.2272727273|Nb:0.07954545455|O:0.5454545455|Y:0.01136363636,0.031292175803899994,510.1264097222221,40.585945367904614
La:0.1363636364|Li:0.2272727273|Nb:0.08181818182|O:0.5454545455|Y:0.009090909091,0.031292175803899994,509.34099305555543,40.585945367904614
La:0.1363636364|Li:0.2272727273|Nb:0.08409090909|O:0.5454545455|Y:0.006818181818,0.031299345347353714,502.40461408730147,40.585945367904614
La:0.1363636364|Li:0.2272727273|Nb:0.08636363636|O:0.5454545455|Y:0.004545454545,0.03126410677361268,501.4254474206348,40.585945367904614
La:0.1363636364|Li:0.2272727273|Nb:0.08863636364|O:0.5454545455|Y:0.002272727273,0.03116992396211201,502.68308630952373,40.585945367904614
La:0.1363636364|Li:0.2272727273|Nb:0.09090909091|O:0.5454545455,0.024849495218968475,495.4727589285713,40.585945367904614
La:0.1363636364|Li:0.2272727273|O:0.5454545455|Sb:0.09090909091,0.04047436926483702,498.7615436507935,41.01195598808645
La:0.1363636364|Li:0.2272727273|O:0.5454545455|Ta:0.09090909091,0.025283044593036964,507.5924613095236,42.68554932716973
La:0.1364877161|Li:0.2311191993|O:0.5459508644|Ta:0.06869881711|Zr:0.01774340309,0.03230495802405351,506.44736210317444,42.491773693655745
La:0.1382978723|Li:0.01063829787|Mg:0.1063829787|O:0.6382978723|W:0.1063829787,0.06920935145534349,519.6893849206348,42.36643396238114
La:0.1428571429|Li:0.1428571429|O:0.5714285714|Ti:0.1428571429,0.03498662405558744,513.320822420635,39.882676513597616
La:0.1|Li:0.1|O:0.6|Ti:0.2,0.07083160807294521,485.6280148809523,39.32785864339122
La:0.225|Li:0.25|O:0.5|Sr:0.025,0.0305450498308228,491.12640476190455,41.603806928343914
La:0.25|Li:0.25|O:0.5,0.03441306996405434,510.950030753968,41.77304807337165
La:0.2604166667|Li:0.1979166667|Mg:0.02083333333|O:0.5208333333,0.026101189968669645,512.9277291666664,41.187422361116475
Li:0.01376479111|O:0.6235208887|Si:0.144892538|Sm:0.2178217822,0.06726605787516685,546.8125555555555,41.0253747215827
Li:0.05555555556|Nd:0.05555555556|O:0.6666666667|Ta:0.2222222222,0.13249928198468808,544.0709712301588,42.55835015513647
Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sn:0.03333333333|Ti:0.07777777778,0.07204836827890623,498.230242063492,37.46649788233048
