absolute_temperature_distance_C,amendment,aug_r2_fold_0,aug_r2_fold_1,aug_r2_fold_2,aug_r2_fold_3,aug_r2_fold_4,aug_r2_mean,aug_rmse_mean,base_r2_fold_0,base_r2_fold_1,base_r2_fold_2,base_r2_fold_3,base_r2_fold_4,base_r2_mean,base_rmse_mean,bootstrap_articles,delta_r2_mean,discovery_selected,edge_status,edge_status_refined,effect_fold_0,effect_fold_1,effect_fold_2,effect_fold_3,effect_fold_4,effect_year1_to_year2,effect_years1_2_to_year3,evidence_set,fraction_repeats_positive,independent_formulations,learner,learners_positive_of_three,mse_improvement_mean,neighborhood,permutation_p_holm,permutation_p_holm_refined,permutation_p_raw,permutation_p_raw_refined,permutations,pooled_aug_r2,pooled_base_r2,primary_permutation_p,primary_positive_learners_of_three,rationale,raw_source_birdshot_key_overlap,raw_source_target_evaluation_key_overlap,raw_source_target_key_overlap,relation,relative_rmse_ci_hi,relative_rmse_ci_lo,relative_rmse_improvement_mean,repeats,source,source_domain,source_group_cv_r2_mean,source_label,source_model_evaluation_key_overlap_after_exclusion,source_pooled_article_oof_r2,source_pooled_oof_r2,source_temperature_C,source_test_articles_seen_during_fit,source_test_exact_chemistry_seen_during_fit,source_test_formulations_seen_during_fit,stage,synthesis_status,target,target_articles,target_domain,target_equivalence_status,target_equivalent_n,target_label,target_sample_fraction_saved,target_temperature_C,target_units,test_groups,test_n,test_n_total_per_repeat,test_n_year2,test_n_year3,train_n
,,,,,,,-0.4462908621523351,79.16246008470895,,,,,,-0.4481302659957792,79.21459063862714,,0.0018394038434441,0.0,practically-equivalent,practically-equivalent,,,,,,,,internal-confirmation,0.63,,ridge-primary,1.0,8.105570078386123,2.0,,,,,,,,,,polymer thermal stability,,34.0,,same-domain,0.0022824673696705,-0.0008573338506672,0.0006907920937936,100.0,polymer_td,polymer,-0.1139931153422568,Polymer decomposition temperature,0.0,,,,,,,confirmation,practically-equivalent,polymer_tm,,polymer,no-savings,8.0,Polymer melting temperature,-0.875,,,15.0,17.0,,,,15
,,,,,,,-0.4387430359301237,78.99815352832155,,,,,,-0.4481302659957792,79.21459063862714,,0.0093872300656555,0.0,practically-equivalent,practically-equivalent,,,,,,,,internal-confirmation,0.57,,ridge-primary,1.0,41.36603900785297,1.0,,,,,,,,,,structure-mediated mechanical relation,,32.0,,same-domain,0.012999040330796,-0.0084251857766217,0.0021628671809771,100.0,polymer_tensile,polymer,-0.343311334925847,Polymer tensile strength,0.0,,,,,,,confirmation,practically-equivalent,polymer_tm,,polymer,no-savings,8.0,Polymer melting temperature,-0.875,,,15.0,17.0,,,,15
,,,,,,,-0.4505784783220097,79.29185927194955,,,,,,-0.4481302659957792,79.21459063862714,,-0.0024482123262305,0.0,practically-equivalent,practically-equivalent,,,,,,,,internal-confirmation,0.36,,ridge-primary,0.0,-10.78836311436317,0.0,,,,,,,,,,small-molecule optical endpoint,,0.0,,distant-control,0.0143991241114189,-0.0131085556978919,-0.0011089198992222,100.0,photo_e_pipi,molecular photoswitch,-0.2948152287337262,Photoswitch E π-π* wavelength,0.0,,,,,,,confirmation,practically-equivalent,polymer_tm,,polymer,no-savings,8.0,Polymer melting temperature,-0.875,,,15.0,17.0,,,,15
,,,,,,,,0.1827973686804433,,,,,,,0.1910687736693088,,,,directionally-replicated-below-practical-gate,,,,,,,0.0439368288585592,0.041212369969179,independent-birdshot,,,,,,3.0,,,,,,-1.3032640625785956,-1.516367778413629,0.003,3.0,paired tensile strength endpoints,0.0,,,cross-dataset-physical-neighbor,0.0551085565242056,0.0335808729684398,0.0430379917675469,,alloy_uts,,0.2304626202996475,Alloy ultimate tensile strength,0.0,,,,,,,,directionally-replicated-below-practical-gate,birdshot_ys,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT yield strength,,,,,,,51.0,20.0,30
,,,,,,,,0.192718596561658,,,,,,,0.1910687736693088,,,,practically-equivalent,,,,,,,-0.0144357727822165,7.824013206142135e-05,independent-birdshot,,,,,,2.0,,,,,,-1.558432353408473,-1.516367778413629,,,hardness-strength relation,0.0,,,cross-dataset-physical-neighbor,-0.0039624612360818,-0.0131920846101646,-0.0089974039370176,,alloy_hardness,,0.5600608921705855,Alloy hardness,0.0,,,,,,,,practically-equivalent,birdshot_ys,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT yield strength,,,,,,,51.0,20.0,30
,,,,,,,,0.1939765507352087,,,,,,,0.1910687736693088,,,,harmful,,,,,,,-0.0178500861062486,-0.0102235833488928,independent-birdshot,,,,,,1.0,,,,,,-1.5950618608543996,-1.516367778413629,,,strength-ductility relation is non-universal,0.0,,,cross-dataset-same-domain,-0.0081952902030909,-0.0240561166083645,-0.015423260515835,,alloy_elongation,,0.1079428990420548,Alloy elongation,0.0,,,,,,,,harmful,birdshot_ys,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT yield strength,,,,,,,51.0,20.0,30
,,,,,,,,0.1944329587880794,,,,,,,0.1910687736693088,,,,harmful,,,,,,,-0.0307398352107119,0.0030233703660121,independent-birdshot,,,,,,0.0,,,,,,-1.6021231959700342,-1.516367778413629,,,unrelated transport endpoint,0.0,,,distant-control,-0.0036301033178219,-0.0311730588990452,-0.0184992118004014,,te_thermal,,0.5803048176491067,Thermoelectric thermal conductivity,0.0,,,,,,,,harmful,birdshot_ys,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT yield strength,,,,,,,51.0,20.0,30
,,,,,,,,0.1935817691040378,,,,,,,0.1910687736693088,,,,unresolved,,,,,,,-0.025188727786849,-0.0010809994614625,independent-birdshot,,,,,,0.0,,,,,,-1.5868539695501656,-1.516367778413629,,,unrelated selectivity endpoint,0.0,,,distant-control,0.0073787342986947,-0.0443586879158628,-0.0147789301528474,,catalysis_h2,,0.2292031508576087,CO2R H2 Faradaic efficiency,0.0,,,,,,,,unresolved,birdshot_ys,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT yield strength,,,,,,,51.0,20.0,30
,,,,,,,,0.0889016933473643,,,,,,,0.0880171737527622,,,,unresolved,,,,,,,-0.0130997365410483,-0.0071291378260356,independent-birdshot,,,,,,3.0,,,,,,-0.5356507022706405,-0.5019487905051803,,,paired tensile strength endpoints,0.0,,,cross-dataset-physical-neighbor,0.0079018395179848,-0.0380008918165286,-0.0119233378652865,,alloy_ys,,0.3137023262782034,Alloy yield strength,0.0,,,,,,,,unresolved,birdshot_uts,,,interpolated,28.364204801513107,BIRDSHOT ultimate tensile strength,-0.0576711108220326,,,,,,51.0,20.0,30
,,,,,,,,0.0877475858658334,,,,,,,0.0880171737527622,,,,practically-equivalent,,,,,,,0.0045133705619622,-0.0173617897450102,independent-birdshot,,,,,,2.0,,,,,,-0.4956218349105439,-0.5019487905051803,,,hardness-strength relation,0.0,,,cross-dataset-physical-neighbor,0.0121247305886317,-0.0094786077364585,0.0031755963599874,,alloy_hardness,,0.5600608921705855,Alloy hardness,0.0,,,,,,,,practically-equivalent,birdshot_uts,,,interpolated,28.95104553893688,BIRDSHOT ultimate tensile strength,-0.0362320061861793,,,,,,51.0,20.0,30
,,,,,,,,0.0944111934216819,,,,,,,0.0880171737527622,,,,harmful,,,,,,,-0.086189649748838,-0.0156960800925927,independent-birdshot,,,,,,1.0,,,,,,-0.7529798196945989,-0.5019487905051803,,,strength-ductility relation is non-universal,0.0,,,cross-dataset-same-domain,-0.0285568271058037,-0.1468712680600138,-0.0760382618770252,,alloy_elongation,,0.1079428990420548,Alloy elongation,0.0,,,,,,,,harmful,birdshot_uts,,,interpolated,25.56273341501761,BIRDSHOT ultimate tensile strength,-0.1735834158633278,,,,,,51.0,20.0,30
,,,,,,,,0.0846500778806064,,,,,,,0.0880171737527622,,,,unresolved,,,,,,,0.041362182302936,0.0044231564923782,independent-birdshot,,,,,,0.0,,,,,,-0.3899370114274876,-0.5019487905051803,,,unrelated transport endpoint,0.0,,,distant-control,0.0565538077672342,0.0197600816113677,0.0378393013741141,,te_thermal,,0.5803048176491067,Thermoelectric thermal conductivity,0.0,,,,,,,,unresolved,birdshot_uts,,,interpolated,36.47750736048404,BIRDSHOT ultimate tensile strength,0.1775753835499489,,,,,,51.0,20.0,30
,,,,,,,,0.1239324105862662,,,,,,,0.0880171737527622,,,,harmful,,,,,,,-0.4412044184092486,-0.0059561402215591,independent-birdshot,,,,,,0.0,,,,,,-2.242228963380989,-0.5019487905051803,,,unrelated selectivity endpoint,0.0,,,distant-control,-0.2077591649921036,-0.7670121288061846,-0.40707521514156,,catalysis_h2,,0.2292031508576087,CO2R H2 Faradaic efficiency,0.0,,,,,,,,harmful,birdshot_uts,,,no-savings,8.0,BIRDSHOT ultimate tensile strength,-2.75,,,,,,51.0,20.0,30
,,,,,,,,0.1860321625794059,,,,,,,0.1769671875508606,,,,harmful,,,,,,,-0.070530165067254,0.0197485803564972,independent-birdshot,,,,,,2.0,,,,,,-3.5510265404291754,-3.1136930348558414,,,hardness-strength relation,0.0,,,cross-dataset-physical-neighbor,-0.0281219155875344,-0.0788744717606661,-0.0514075377438963,,alloy_ys,,0.3137023262782034,Alloy yield strength,0.0,,,,,,,,harmful,birdshot_hardness,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT Vickers hardness,,,,,,,51.0,20.0,30
,,,,,,,,0.1648163239903041,,,,,,,0.1769671875508606,,,,exploratory-positive,,,,,,,0.0693327466184588,0.0675676953770095,independent-birdshot,,,,,,2.0,,,,,,-2.568608795200288,-3.1136930348558414,,,hardness-strength relation,0.0,,,cross-dataset-physical-neighbor,0.0854081448226057,0.0539064421686909,0.0684490843693792,,alloy_uts,,0.2304626202996475,Alloy ultimate tensile strength,0.0,,,,,,,,exploratory-positive,birdshot_hardness,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT Vickers hardness,,,,,,,51.0,20.0,30
,,,,,,,,0.1915431568702107,,,,,,,0.1769671875508606,,,,harmful,,,,,,,-0.1026127713632114,0.0051540852916973,independent-birdshot,,,,,,1.0,,,,,,-3.8448441415615457,-3.1136930348558414,,,ductility-mechanical-response relation,0.0,,,cross-dataset-same-domain,-0.0569363916106243,-0.1177057371850585,-0.0808831280356138,,alloy_elongation,,0.1079428990420548,Alloy elongation,0.0,,,,,,,,harmful,birdshot_hardness,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT Vickers hardness,,,,,,,51.0,20.0,30
,,,,,,,,0.1801859486022834,,,,,,,0.1769671875508606,,,,harmful,,,,,,,-0.0252693259129604,0.0008169898277943,independent-birdshot,,,,,,0.0,,,,,,-3.257813922539313,-3.1136930348558414,,,unrelated transport endpoint,0.0,,,distant-control,-0.0075742972143215,-0.0278624195138223,-0.0192024053948807,,te_thermal,,0.5803048176491067,Thermoelectric thermal conductivity,0.0,,,,,,,,harmful,birdshot_hardness,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT Vickers hardness,,,,,,,51.0,20.0,30
,,,,,,,,0.1825074880589942,,,,,,,0.1769671875508606,,,,harmful,,,,,,,-0.0410087631193692,-0.0012099669797789,independent-birdshot,,,,,,0.0,,,,,,-3.4039919857532874,-3.1136930348558414,,,unrelated selectivity endpoint,0.0,,,distant-control,-0.0061581561037007,-0.0739372063478308,-0.0329833247924132,,catalysis_h2,,0.2292031508576087,CO2R H2 Faradaic efficiency,0.0,,,,,,,,harmful,birdshot_hardness,,,unavailable-nonmonotone-temporal-learning-curve,,BIRDSHOT Vickers hardness,,,,,,,51.0,20.0,30
,,-20.13007160685912,-8.637545261999136,-0.0459397533409722,-24.45036187667032,-28.29091522913226,,0.1681611977932846,-13.96824022219648,-9.04911116682352,-0.0230176221915195,-24.61934618514385,-28.479541309264324,,0.1649156093684174,,,,unresolved,,-0.0115429104542032,-0.005542652072147,-0.0107796980025041,-0.0149630365393814,-0.01673118851874,,,independent-matbench,,,,,,3.0,,,,,,-16.53286243046866,-15.44579854175035,0.794,2.0,A composition-derived ultimate-strength prior from an independent multi-principal-element-alloy corpus should reduce the number of steel yield-strength labels required for useful prediction.,,,0.0,cross-dataset-physical-neighbor,0.0247504116786679,-0.1588398404209362,-0.0123179989326952,,alloy_uts,,0.4092635025593352,Alloy ultimate tensile strength,0.0,,,,,,,,unresolved,matbench_steel_ys,,,interpolated,29.882565412531108,Matbench steel yield strength,-0.0039298696697455,,,,,312.0,,,30
,,-27.759017940264403,-9.780274927068994,-0.0499160616649409,-23.44372985762979,-24.32998751348956,,0.1689779212246538,-13.96824022219648,-9.04911116682352,-0.0230176221915195,-24.61934618514385,-28.479541309264324,,0.1649156093684174,,,,unresolved,,-0.0081969303250362,-0.0033030759352738,-0.0101829454770952,-0.0077599038493287,0.0016339368284539,,,independent-matbench,,,,,,2.0,,,,,,-17.334577222392724,-15.44579854175035,,,Hardness is mechanically adjacent but less directly paired with yield strength.,,,0.0,cross-dataset-physical-neighbor,0.0784132460762092,-0.3165862253348896,-0.0071502160922874,,alloy_hardness,,0.5848097511784689,Alloy hardness,0.0,,,,,,,,unresolved,matbench_steel_ys,,,interpolated,29.87021060935492,Matbench steel yield strength,-0.0043451113332436,,,,,312.0,,,30
,,-2.44087378099206,-19.84412607114902,-0.0200358768034672,-29.699761390832823,-44.49355083943352,,0.170830958494496,-13.96824022219648,-9.04911116682352,-0.0230176221915195,-24.61934618514385,-28.479541309264324,,0.1649156093684174,,,,unresolved,,0.0109849289418535,-0.0156362371017264,0.0010147109413106,-0.0132174567350207,-0.0068221049844141,,,independent-matbench,,,,,,1.0,,,,,,-19.27097291420538,-15.44579854175035,,,Ductility is a same-domain property with a non-universal strength tradeoff.,,,0.0,cross-dataset-same-domain,0.3004923709174623,-0.3367269176469036,-0.0148444743823293,,alloy_elongation,,0.0197652356299515,Alloy elongation,0.0,,,,,,,,unresolved,matbench_steel_ys,,,interpolated,29.84217919765822,Matbench steel yield strength,-0.0052885146656503,,,,,312.0,,,30
,,-1.9105262493679456,-13.03964625138931,-0.1093010254041643,-27.351263067099666,-35.19600864052256,,0.1611626868262377,-13.96824022219648,-9.04911116682352,-0.0230176221915195,-24.61934618514385,-28.479541309264324,,0.1649156093684174,,,,unresolved,,0.0086548052904175,0.0003280896411605,-0.0471008705440436,-0.0245393245013741,0.0001040983807389,,,independent-matbench,,,,,,0.0,,,,,,-15.65742169273092,-15.44579854175035,,,Thermal transport is unrelated to steel mechanical strength.,,,0.0,distant-control,0.3807081303908711,-0.1441666412291823,-0.0097854958815036,,te_thermal,,0.5646057498922978,Thermoelectric thermal conductivity,0.0,,,,,,,,unresolved,matbench_steel_ys,,,interpolated,29.988433840205985,Matbench steel yield strength,-0.0003856873571873,,,,,312.0,,,30
,,-17.13385464670459,-8.285087182273553,-0.0203172774735692,-24.746629555850664,-27.147961361042785,,0.1657667280150336,-13.96824022219648,-9.04911116682352,-0.0230176221915195,-24.61934618514385,-28.479541309264324,,0.1649156093684174,,,,unresolved,,-0.0021549922426034,0.0002016724594783,0.0011124191425439,-0.0022693754398659,-0.0007421001109347,,,independent-matbench,,,,,,0.0,,,,,,-15.724972801141467,-15.44579854175035,,,Electrocatalytic selectivity is unrelated to steel mechanical strength.,,,0.0,distant-control,0.0304594823774613,-0.0863582668377773,-0.0017579699507022,,catalysis_h2,,0.1672482183052056,CO2R H2 Faradaic efficiency,0.0,,,,,,,,unresolved,matbench_steel_ys,,,interpolated,29.91878722481833,Matbench steel yield strength,-0.0027144407482633,,,,,312.0,,,30
10.0,,,,,,,,0.0868352827562563,,,,,,,0.1022039167611365,,,,within-campaign-local-neighbor-rescue-gate-passed,,0.1556448157735799,0.1080575345340759,0.1807744065840931,0.0212957137459829,0.2575193417879278,,,within-campaign-kit-temperature,,108.0,,,,,,,,,,0.8110159488229737,0.7388469154309338,0.001,3.0,,,,,adjacent-condition-primary,0.211030136944933,0.086123034436653,0.1501882606865164,,temperature_-20_C,,,,,,0.8592808928736606,-20.0,,,0.0,,within-campaign-local-neighbor-rescue-gate-passed,kit_conductivity_minus_30_C,,,interpolated,47.88407252224965,,0.3734868731965039,-30.0,,,,,,,30
30.0,,,,,,,,0.0970933077080387,,,,,,,0.1022039167611365,,,,control-positive,,0.0868026858133165,0.0406614726919768,0.0567548411762563,-0.0105474346959609,0.0383112040973607,,,within-campaign-kit-temperature,,108.0,,,,,,,,,,0.7638080493338655,0.7388469154309338,,,,,,,temperature-distance-control,0.08121883541232,0.004857988654719,0.0500755801095588,,temperature_0_C,,,,,,0.7946639347981096,0.0,,,0.0,,control-positive,kit_conductivity_minus_30_C,,,interpolated,35.5602786793179,,0.1563620670540976,-30.0,,,,,,,30
60.0,,,,,,,,0.1012342266046605,,,,,,,0.1022039167611365,,,,unresolved,,0.0356554229539969,0.0220122822875007,-0.0210995000624308,-0.0150911927710626,0.0052668470349926,,,within-campaign-kit-temperature,,108.0,,,,,,,,,,0.7435564876305605,0.7388469154309338,,,,,,,temperature-distance-control,0.0282434621274409,-0.0137303951716772,0.0094690150045978,,temperature_30_C,,,,,,0.8579947255272946,30.0,,,0.0,,unresolved,kit_conductivity_minus_30_C,,,interpolated,31.05501075245221,,0.0339723196640305,-30.0,,,,,,,30
90.0,,,,,,,,0.1029587636277617,,,,,,,0.1022039167611365,,,,unresolved,,-0.0295243603089332,-0.0074100091590388,-0.0156637851271869,0.0262465556912205,0.0012277517863405,,,within-campaign-kit-temperature,,108.0,,,,,,,,,,0.7350340690598409,0.7388469154309338,,,,,,,temperature-distance-control,0.0080543575347188,-0.0198921608869204,-0.0076473701196165,,temperature_60_C,,,,,,0.8878578230158193,60.0,,,0.0,,unresolved,kit_conductivity_minus_30_C,,,interpolated,29.62364779388388,,-0.0127044518195298,-30.0,,,,,,,30
10.0,,,,,,,,0.1051332755690308,,,,,,,0.1022039167611365,,,,harmful,,-0.0474636451549235,-0.0180558810108214,-0.0340999213616,-0.0126471212438084,-0.0380059238440704,,,within-campaign-kit-temperature,,108.0,,,,,,,,,,0.7239627413440268,0.7388469154309338,,,,,,,shuffled-source-placebo,-0.0143916087180729,-0.0431860239301545,-0.0295627018375946,,shuffled_temperature_-20_C,,,,,,-0.2123922855823308,-20.0,,,0.0,,harmful,kit_conductivity_minus_30_C,,,interpolated,28.53947774230586,,-0.0511755075156514,-30.0,,,,,,,30
10.0,,,,,,,,0.5508226441269317,,,,,,,0.5601273893685857,15.0,,,cross-article-borrowing-unresolved,,-0.0077843620496486,2.863177503236591e-05,-0.0385230578904463,0.0311377838490523,0.06451425431083,,,independent-multi-article-calisol,,,,,,,,,,,,-0.0144702575431807,-0.0492738914875483,0.004,3.0,,,,,adjacent-condition-primary,0.0421053411135756,-0.0213954581637092,0.0160923731083838,,temperature_-30_C,,,,,0.1187547871527247,,-30.0,0.0,0.0,,,cross-article-borrowing-unresolved,calisol_conductivity_minus_40_C,15.0,,interpolated,36.11563095844004,,0.1693347394505605,-40.0,891.0,,,,,,30
20.0,,,,,,,,0.5580295131196159,,,,,,,0.5601273893685857,15.0,,,unresolved,,0.0377618407426162,0.0104318246246832,-0.0825106584252783,-0.0108904549096197,0.056186288095947,,,independent-multi-article-calisol,,,,,,,,,,,,-0.0404321785260128,-0.0492738914875483,,,,,,,temperature-distance-control,0.0490171789565237,-0.052596890423519,0.002848886163336,,temperature_-20_C,,,,,0.1876550824926648,,-20.0,0.0,0.0,,,unresolved,calisol_conductivity_minus_40_C,15.0,,interpolated,31.378848813371206,,0.043941982115789,-40.0,891.0,,,,,,30
40.0,,,,,,,,0.547164082865786,,,,,,,0.5601273893685857,15.0,,,unresolved,,0.0247959661454637,-0.0104982034181113,-0.1012609665397931,0.0545320546538889,0.0715850136749168,,,independent-multi-article-calisol,,,,,,,,,,,,0.0003386745011443,-0.0492738914875483,,,,,,,temperature-distance-control,0.0647819646837239,-0.0500730324470329,0.0218147626946201,,temperature_0_C,,,,,0.2188890404506445,,0.0,0.0,0.0,,,unresolved,calisol_conductivity_minus_40_C,15.0,,interpolated,38.52025461345963,,0.2211889484884792,-40.0,891.0,,,,,,30
60.0,,,,,,,,0.5523151883397893,,,,,,,0.5601273893685857,15.0,,,unresolved,,0.0027114034791405,-0.005482793698458,-0.0623557218895332,0.0380098584722965,0.013152356135057,,,independent-multi-article-calisol,,,,,,,,,,,,-0.0189449662828127,-0.0492738914875483,,,,,,,temperature-distance-control,0.0420782262236117,-0.0345353777927566,0.0127347655425002,,temperature_20_C,,,,,0.1608604509325671,,20.0,0.0,0.0,,,unresolved,calisol_conductivity_minus_40_C,15.0,,interpolated,35.1346422953512,,0.1461418691042311,-40.0,891.0,,,,,,30
10.0,,,,,,,,0.5554408983405247,,,,,,,0.5601273893685857,15.0,,,unresolved,,0.0239158427164237,0.0750814903984784,-0.014584860920709,-0.0104435336480842,-0.0397308467824817,,,independent-multi-article-calisol,,,,,,,,,,,,-0.0321585107983835,-0.0492738914875483,,,,,,,shuffled-source-placebo,0.0379334051425522,-0.0138289242415761,0.00833464033561,,shuffled_temperature_-30_C,,,,,-0.4368684414262189,,-30.0,0.0,0.0,,,unresolved,calisol_conductivity_minus_40_C,15.0,,interpolated,33.08024012192804,,0.0931142008212398,-40.0,891.0,,,,,,30
