cell_id,batch,life,censored,theta_log10_a,theta_beta,own_theta_log10_a,own_theta_beta,own_log10_life,log10_var_delta_qv,log10_abs_min_delta_qv,log10_var_delta_qv_normalized,log10_abs_min_delta_qv_normalized,capacity_slope_2_100,capacity_intercept_2_100,capacity_slope_over_qref,capacity_intercept_over_qref,qd100_over_qref,ce_mean_10_100,ce_std_10_100,mean_charge_c_rate,mean_discharge_c_rate
b2c35,batch2,463.0,False,-6.769902470114939,2.1457743336220956,-4.211459154266671,0.5805241683104476,5.0,-3.4784883073945623,-1.2616923886308478,-3.551791069158638,-1.3007178203008483,-5.5286666666694365e-06,1.0736809347272724,-5.1460352724039504e-06,0.999372958171606,0.9974934718946612,1.0002805611898515,0.00035668534814554004,4.716483516483517,4.0
b2c36,batch2,535.0,False,-6.971357278271106,2.1325361273601704,-2.5351490582839733,-0.5441255487120956,5.0,-3.5049630846065427,-1.2910384761283138,-3.5632357479003214,-1.315704944198467,2.0404599876312527e-05,1.084188889648732,1.8790480674905533e-05,0.9984234193458463,0.9993735155758688,1.0003176396714457,0.00028209244982927133,5.111111111111111,4.0
b2c37,batch2,478.0,False,-6.710911791627715,2.0098387545827725,0.4702765177303957,-2.6584523694083404,5.0,-3.5089925884001847,-1.2978820457282094,-3.5527125911712796,-1.3144650716193818,3.160805442177099e-05,1.0791311730628732,2.9230492898218534e-05,0.9979588009293606,0.9999321211565223,1.0003090004198245,0.0003024227433570025,5.134482758620689,4.0
b2c38,batch2,465.0,False,-6.956490413059427,2.157999064100785,-2.885104982790703,-0.3380452628766445,5.0,-3.5648169617784027,-1.3042013689859553,-3.618543775511614,-1.3300445018307887,1.2823094619665319e-05,1.0743392100531846,1.192197123190468e-05,0.9988416630661623,0.9990725048162158,1.000267619456699,0.0002179363498931791,5.122388059701493,4.0
b2c39,batch2,459.0,False,-6.7784678608660585,2.0714019707143603,-1.5639038048632798,-1.2125329779535226,5.0,-3.449093804537831,-1.252715900398318,-3.499191122132122,-1.274623341411248,2.7611954236238384e-05,1.084589160030921,2.5410348297970772e-05,0.9981107487285106,0.9995624134202054,1.00035458012533,0.0003162312857645724,5.061538461538461,4.0
b2c40,batch2,499.0,False,-6.583951723907587,2.0878733051942735,-4.979161272843904,1.1220324365571273,3.8146769460973275,-3.533102399312597,-1.2867928495426495,-3.6211461964884624,-1.332060697042768,-2.374781694496674e-05,1.0825712053308594,-2.1930265084137995e-05,0.9997160395996887,0.9968444295746144,0.9995206392900751,0.0013688761054961366,4.92,4.0
b2c41,batch2,429.0,False,-6.783814310775762,2.135542311646376,-2.9188358312193934,-0.21476796022793884,5.0,-3.677371913930737,-1.3468788681328359,-3.7240916901611727,-1.3695912482482682,1.2578975881258578e-05,1.074195235866419,1.1693383340646393e-05,0.9985691040553399,0.998107246723053,1.0001697999657138,4.3473488405091464e-05,4.988235294117646,4.0
b2c42,batch2,466.0,False,-6.857423029660662,2.1485841773837278,-3.073133628164184,-0.1268808687106679,5.0,-3.533170006079765,-1.2000615088200612,-3.594227806569103,-1.2327468078570747,7.946470006181249e-06,1.0827478158882704,7.331015831955349e-06,0.9988889877036728,0.998543478074354,0.9999434651170056,3.520847002119044e-05,5.25,4.0
b2c43,batch2,462.0,False,-6.980251067654096,2.2057692466587184,-3.270939764581383,-0.03779500924226137,5.0,-3.3233912240254377,-1.1783820587870941,-3.3853641277624966,-1.2090079328612282,8.44147680890072e-06,1.0792335856928466,7.812933352344613e-06,0.9988749916056633,0.9985140438360306,1.000127916736265,3.1957515690002805e-05,5.313725490196078,4.0
b2c44,batch2,457.0,False,-7.030731469319754,2.1755883370959648,-2.2307728022111344,-0.7539360425958838,5.0,-3.458082183931781,-1.2480699841850962,-3.5069954410687383,-1.2712540327716397,1.9010848484845876e-05,1.0754294386464642,1.7651369976578742e-05,0.9985247591860457,0.9991950925996337,1.0001041158338335,3.0802869035557e-05,5.333333333333333,4.0
b2c45,batch2,487.0,False,-6.995437381892606,2.221311464551107,-4.875953658218919,0.9372372078278901,4.456698495318319,-3.5736774762292116,-1.2872125332079605,-3.6467538204232888,-1.3235637784922247,-1.040764873222564e-05,1.0750491405903937,-9.678188202315963e-06,0.9997001414119489,0.9978325631809507,1.000092517960248,2.6890335391045186e-05,4.958333333333333,4.0
b2c46,batch2,429.0,False,-6.9065159596384085,2.118583754031226,-1.5354155006397907,-1.2432958556759377,5.0,-3.3519841850334413,-1.1987879209999412,-3.401205704221308,-1.2219676282585958,2.5429343228194967e-05,1.0779012479398062,2.354941247022674e-05,0.9982145768421582,0.9995141824281099,1.0002043897079347,3.399288764613808e-05,5.305555555555556,4.0
b2c47,batch2,713.0,False,-6.171410937481706,1.8305122964034117,-5.051749462797964,1.1436143876884768,3.8061601054704925,-4.068753250753046,-1.5486236413180363,-4.155011442004452,-1.5966328779349324,-1.4931126777983551e-05,1.0497099541323434,-1.4217464106215154e-05,0.9995369952132215,0.996855254284866,1.0003441543859584,4.67841355024139e-05,5.249999999999999,4.0
b3c0,batch3,1009.0,False,-6.027784698733579,1.6226569828591046,-4.373477499467555,0.6893836630128217,5.0,-4.231754655181582,-1.623414891926028,-4.31560817782568,-1.6689795769751505,-7.751280148425865e-06,1.0708014173077711,-7.235703699191802e-06,0.9995770541059767,0.998319633663149,1.000308905504786,6.115776453457084e-05,4.7701149425287355,4.0
b3c1,batch3,1063.0,False,-5.885407508809637,1.5736394680922718,-5.068817107469517,1.1343389592499884,3.8523292068032204,-4.243094841847851,-1.6377783025063364,-4.344720008747405,-1.6966252736908405,-1.7122961038958862e-05,1.068607831619047,-1.602249745944994e-05,0.9999302240020488,0.997893293648328,1.0003607069891474,5.6799609696984024e-05,4.948648648648649,4.0
b3c2,batch3,1267.0,False,-5.920533045151222,1.5714380199587508,-6.543864461370532,1.954528458550219,2.990437121273738,-4.451450963433585,-1.7126498538308637,-4.569906451269296,-1.7852395843110378,-2.1967756338901124e-05,1.0631932454722737,-2.0665611994034608e-05,1.000172195405344,0.9977453650021422,1.0006046772825659,7.310322880092587e-05,5.087179487179487,4.0
b3c3,batch3,1115.0,False,-5.981042549153861,1.5952040742514846,-4.847681306320251,0.972547483504514,4.265818761912385,-4.116135210341783,-1.5703447677455062,-4.194431325258388,-1.6169728309584732,-1.4351047619054282e-05,1.0653889206002884,-1.3469289979076993e-05,0.9999292520643709,0.9981350853332205,1.0005937590294238,6.16989565168153e-05,5.135714285714284,4.0
b3c4,batch3,1048.0,False,-6.289773760718898,1.7247583456635658,-4.325814461998255,0.6097032179945553,5.0,-4.1870086881235995,-1.6107180535956707,-4.264021404701962,-1.652983817996801,-6.9540915275190545e-06,1.074905367758812,-6.467537997233387e-06,0.9996979881411543,0.9986506144126731,1.0003576368092295,4.8887077802445504e-05,5.087179487179487,4.0
b3c5,batch3,828.0,False,-6.247064801642273,1.766196281339661,-5.2805489096842155,1.217206554164808,3.764011037955566,-4.09617393721437,-1.5818993126435599,-4.181745767668922,-1.631585162049394,-1.779947186147626e-05,1.0540650427619045,-1.688815493375639e-05,1.0000978619453933,0.9979917680136257,1.0004637822065332,6.958644577975777e-05,5.135714285714284,4.0
b3c6,batch3,667.0,False,-3.9857460428631377,1.1158862555157019,-4.119231460595192,1.2042199768403055,2.8402297935908956,-3.5162948817640887,-1.2691239351805856,-3.816025495302705,-1.4421660426819476,-0.00020305981818181877,1.063922329515151,-0.0001910214910016989,1.0008480826670099,0.9816850244134451,1.000289835910362,7.008755846052607e-05,4.5627450980392155,4.0
b3c7,batch3,1836.0,False,-6.258116283415479,1.6022537770758996,-5.040906553410998,0.9743700956786338,4.456147174807215,-4.489878287812077,-1.7609381688360655,-4.580654213399358,-1.8121596005415377,-5.46782931354112e-06,1.0705463754566065,-5.106030303145106e-06,0.9997097423042086,0.9977747733311221,1.0001297531266349,0.0005898478130575025,4.8,4.0
b3c8,batch3,828.0,False,-6.636820627439039,1.8839594642074216,-4.869184369255537,0.8607750311121254,4.844720413801481,-4.106373277067934,-1.5725940851696771,-4.18333519891681,-1.6156324845518846,-6.125960420530652e-06,1.0683423775168002,-5.732701671993253e-06,0.9997596643501139,0.9985074853134833,0.9999604428957043,3.9372344000061436e-05,4.7701149425287355,4.0
b3c9,batch3,1039.0,False,-7.0812073981316495,1.966130703209549,-4.940598756088232,0.8387925200538416,5.0,-3.993261108083366,-1.5325016935128868,-4.063262965741487,-1.5691382345865041,-1.7423240568994576e-06,1.07297703731478,-1.6232927100223759e-06,0.9996738527470144,0.9991568274014512,1.0002213362567105,5.1903456713310855e-05,4.948648648648649,4.0
b3c10,batch3,1078.0,False,-6.465583368736161,1.763636911542816,-4.482390841087229,0.639768960418023,5.0,-4.401961968529663,-1.7153206743192833,-4.476041840760788,-1.7556496437701146,-5.362049474337987e-06,1.0647220150282415,-5.035025097742144e-06,0.999786013434286,0.997597070059352,1.000246764531514,0.0004228703997265239,4.8,4.0
b3c11,batch3,817.0,False,-6.396621387325308,1.837419307637932,-5.94729797614233,1.5991940843840406,3.28185804528398,-3.8949097443655454,-1.473488028746911,-3.9883152554011416,-1.5283362137622685,-2.0016886827462427e-05,1.070852382440321,-1.869462357953159e-05,1.0001146717530935,0.9977095057426264,1.0001473576496793,3.5796752799541895e-05,5.087179487179487,4.0
b3c12,batch3,932.0,False,-6.737354868816754,1.87661084150822,-5.183361646330599,1.0615582760828821,4.224348057971768,-3.9392264098774277,-1.4970953013855626,-4.021172463489402,-1.5407801438992057,-9.0026777983947e-06,1.076813307274788,-8.359577196577437e-06,0.9998918288590287,0.998704186661006,1.000196475758932,4.995498925305608e-05,5.135714285714284,4.0
b3c13,batch3,816.0,False,-6.553783992268608,1.8993026994950875,-5.568501637169587,1.345628656197279,3.618778189961242,-4.090073427879564,-1.5584177638915337,-4.184612185813304,-1.6135472997364317,-1.5030204081638734e-05,1.0695070505091733,-1.4052683929547114e-05,0.9999494657286744,0.9977977882703474,1.0000638330585425,0.00017190540633472677,5.087179487179487,4.0
b3c14,batch3,858.0,False,-6.685579429471008,1.8938597090431475,-4.1328167310003945,0.4229611500591829,5.0,-4.0130121437634685,-1.5350822361709584,-4.081333105769652,-1.5703378105120214,1.3416487322201472e-06,1.0769900072277876,1.2449692737972227e-06,0.9993819059974584,0.9987862547244895,1.000469694768649,7.440881043585255e-05,5.135714285714284,4.0
b3c15,batch3,876.0,False,-6.738259661022332,1.9400735523482289,-5.714083188695342,1.3815966103678088,3.6299402783162584,-3.9887587621472322,-1.5208524073719438,-4.077966695225905,-1.5727749725618607,-1.3585788497220824e-05,1.0712620570315399,-1.2682681389131674e-05,1.0000505569754852,0.9981918542609702,0.9999757475485039,0.00012325949263938476,5.1571428571428575,4.0
b3c16,batch3,1638.0,False,-5.915635574354054,1.5219100796448504,-4.938080049609406,0.9682999789448108,4.377889225912086,-4.68611778807152,-1.8603651976715683,-4.801135591465679,-1.9221883594388716,-1.073354359925562e-05,1.064115936986188,-1.0085380405506678e-05,0.999857495413924,0.9983436496610438,1.0000162493747047,0.00024879191383334726,4.8,4.0
b3c17,batch3,1315.0,False,-5.167664671566465,1.3015081530564365,-2.939488790080029,0.10736521308929425,5.0,-4.431643479773602,-1.7371696976932944,-4.589987471318014,-1.8232587305284917,-9.356926406929003e-06,1.0676033678932177,-8.753289906367034e-06,0.9987298582644566,0.9976113256132519,1.0007281689787788,0.0011711932721598782,4.948648648648649,4.0
b3c18,batch3,1146.0,False,-5.764332566743382,1.5416249363316217,-6.457756062487289,1.9823735135831364,2.904995460589198,-4.232614962606318,-1.6225743714871763,-4.362747387737698,-1.7037275857993757,-3.034145825603121e-05,1.0704256214417642,-2.8354197608261023e-05,1.0003164429076927,0.9971165895857065,1.0001048245008737,0.000174875801364959,5.087179487179487,4.0
b3c19,batch3,1155.0,False,-5.803330390063254,1.5548001351586214,-6.988155692502744,2.2642308145393586,2.777625694245405,-4.15170496724388,-1.5868931006719456,-4.28262945331086,-1.6634717228144578,-3.133641187384385e-05,1.0743080883186966,-2.91809004631521e-05,1.0004105613046907,0.9971952770323929,1.0002801151060683,0.0001420723242236771,5.135714285714284,4.0
b3c20,batch3,813.0,False,-6.701402891480346,1.9074678037894968,-5.133493711354307,1.0288313912896967,4.310253112960879,-4.092041267810011,-1.5614864117564742,-4.168549951342445,-1.6049194957259976,-9.289171304886536e-06,1.06793435884766,-8.697333420801173e-06,0.9998934119711638,0.9984943563408467,1.0004820366804876,5.10734793907878e-05,4.7701149425287355,4.0
b3c21,batch3,772.0,False,-4.283634337508569,1.1779081804084053,-5.002973247963203,1.6116234463384966,2.6706010348792075,-3.6936204586874344,-1.3559218252154486,-3.991609546251957,-1.5262441288557285,-0.00016099147062461356,1.070051747830138,-0.00015066097876486036,1.0013887259471395,0.9861414502664219,1.0002052960635284,0.00013110148481955105,4.5627450980392155,4.0
b3c22,batch3,1002.0,False,-5.9828364455390455,1.5904724528937098,-5.728275464618428,1.4787203662288189,3.4011200326594873,-4.042173703094038,-1.5478531084450038,-4.1309876502862615,-1.597101872878071,-1.7987904761904664e-05,1.0590765538499272,-1.6985057698705752e-05,1.0000317776078071,0.9979196310177805,1.0001395971449785,0.00018343613824795183,5.2,4.0
b3c23,batch3,2188.0,True,-5.29123522165504,1.2645601309789813,-4.262312391626857,0.5972353083675952,5.0,-4.563870954187574,-1.8125898156414484,-4.649531306180935,-1.8571547975898826,-6.864200371059107e-06,1.0685241509866004,-6.421804205858759e-06,0.9996580105380382,0.9981597727062015,0.9997934272008583,0.00040143411446614787,4.8,4.0
b3c24,batch3,825.0,False,-6.473879404905839,1.8161341392904162,-3.1565002866738014,-0.15283746386796754,5.0,-4.124368557865078,-1.5941108517526033,-4.1674289989115625,-1.6158325996570577,7.122217687074378e-06,1.0501282355848274,6.776505451984311e-06,0.9991550422051756,0.9990588157386333,0.9999673800664746,0.00018661190695920557,4.7701149425287355,4.0
b3c25,batch3,989.0,False,-6.386137245281134,1.7431137216303747,-3.481273445319513,0.03768504767622499,5.0,-4.1309671157697725,-1.5696074257642165,-4.182481751337324,-1.5948760379745306,4.766212739633344e-06,1.0646301665846216,4.473579781254289e-06,0.9992646673410416,0.9989136613236399,1.000127606089181,0.00024056199140598989,4.948648648648649,4.0
b3c26,batch3,1028.0,False,-6.487831829085606,1.7970961718302376,-4.430820029517533,0.6017364751866026,5.0,-4.2057372533665,-1.6064082909373871,-4.2833890891558735,-1.6483148757569663,-2.4065491651167365e-06,1.075267667340754,-2.237210663051198e-06,0.9996057117296553,0.9988071862219271,1.0001275410642323,0.00019173726512174624,5.087179487179487,4.0
b3c27,batch3,850.0,False,-6.383769528197201,1.7994413745219924,-4.578298187933825,0.7374339995143238,5.0,-4.109178951553296,-1.5641433068045236,-4.187436518360551,-1.6089197236473842,-6.742053184913997e-06,1.064076207338693,-6.33406289247745e-06,0.999684433631197,0.9983533633261028,1.0001303734412992,0.00025239804572443366,5.135714285714284,4.0
b3c28,batch3,541.0,False,-4.352401401438016,1.2831458428079303,-4.7027099522089175,1.4989361285036578,2.6710544043459077,-3.4413257351177418,-1.2328418754107517,-3.6569566564910243,-1.372051999585775,-0.00020000602844774074,1.054538588258915,-0.00019000083165392613,1.0017858478336,0.982005278633996,0.9999858618185942,0.00018275654964032274,4.5627450980392155,4.0
b3c29,batch3,858.0,False,-6.424617105791378,1.8259403499760227,-3.9278576859142196,0.34908664810920337,5.0,-4.044194166353332,-1.5454256509631508,-4.112680360514611,-1.5822191552867209,8.951490414297084e-07,1.070487567600907,8.356684976395207e-07,0.9993561920482502,0.9984759757769304,1.000079332042755,4.9023597751206004e-05,5.1571428571428575,4.0
b3c30,batch3,935.0,False,-6.474141623414898,1.788373800566255,-4.8891332979391695,0.876642745935501,4.7797843682966406,-4.13868185937972,-1.5833592938206884,-4.214193688404958,-1.6247210064784572,-5.665262832409687e-06,1.0720167516367756,-5.2832643299305525e-06,0.9997325865641356,0.998757907625966,1.000292924542424,3.684087290522222e-05,4.948648648648649,4.0
b3c31,batch3,731.0,False,-6.4559976803595305,1.8425741156100832,-4.969578276095386,1.0050319714929707,4.249226286219926,-3.8234631593586075,-1.4418387648687239,-3.899079135626841,-1.4836698873446266,-1.1271478045764125e-05,1.0714013282086166,-1.051831710495869e-05,0.9998102175257505,0.9982064281726275,1.000020072278921,0.00021146574308018192,5.2,4.0
b3c32,batch3,2236.0,True,-5.427802823657522,1.3012356319819296,-5.8356589567557515,1.4340478373029097,3.581950907635395,-4.698492732189131,-1.9480035250002172,-4.842423979020924,-2.040036855514113,-1.2653557204700707e-05,1.0750472799022874,-1.177097316786606e-05,1.0000628662125315,0.9985113207254054,0.9997285350654493,0.00043020518485001015,4.8,4.0
b3c33,batch3,1284.0,False,-5.943386892347712,1.561926495365387,-5.497476521371649,1.2796219307904764,3.7499408235926297,-4.370004268985726,-1.688491483814383,-4.47131712142585,-1.7485500052832523,-1.460174891774707e-05,1.0629064477806631,-1.3738554184480728e-05,1.000071834417056,0.9981350735173947,1.0000007840379093,3.807174731377801e-05,4.7701149425287355,4.0
b3c34,batch3,1158.0,False,-5.875988553035758,1.574071124022229,-6.099568038413349,1.7129210678151445,3.152858666725298,-4.291286806583888,-1.658905046884821,-4.411550488720597,-1.7313706423323123,-2.3192974644405724e-05,1.0644286154442377,-2.1793490402749858e-05,1.0002000679413372,0.9974944928927472,1.0000114573073111,4.0865718107729337e-05,4.948648648648649,4.0
b3c35,batch3,1093.0,False,-6.220382245635757,1.7056246949584093,-7.254240622862168,2.3231098932086818,2.8217651854049843,-4.212832189615758,-1.6295728966068457,-4.315968709624761,-1.6929209326482102,-2.111037353123288e-05,1.0655716805652438,-1.9815669224822937e-05,1.0002199120816033,0.9979717223857907,1.0001466371410317,5.093192315487433e-05,5.087179487179487,4.0
b3c36,batch3,923.0,False,-5.7605611308486395,1.559227554253691,-5.571462308880098,1.4688151701351202,3.3172943768655694,-4.229923345577983,-1.6212661126247976,-4.334725053724487,-1.685184210914613,-2.4096006184297087e-05,1.0605961165174191,-2.2720489569375442e-05,1.000052158782971,0.9973471081923486,1.000114134861735,3.478129824498087e-05,5.135714285714284,4.0
b3c37,batch3,1390.0,False,-5.610496651345795,1.437293817191212,-3.764401926892304,0.3398049263481933,5.0,-5.137942683109058,-2.069701027124139,-5.220151388874018,-2.117552799237235,-4.327666048236465e-06,1.0496096018775505,-4.120917946493698e-06,0.9994659932117211,0.9981164009193174,0.9992018012730448,0.005161922793368792,4.8,4.0
b3c38,batch3,1935.0,False,-5.943018734472826,1.5043759874077938,-5.336485029127432,1.1569190825859117,4.008504220040848,-4.337454206586747,-1.6853398788840956,-4.43873232177139,-1.73837642644914,-1.0482231292522919e-05,1.0725235776343018,-9.773329666494506e-06,0.9999900027759502,0.9986264308749846,1.000133533510656,5.222021893210099e-05,4.7701149425287355,4.0
b3c39,batch3,1156.0,False,-5.869448740171384,1.5476475233176532,-5.014999518059799,1.029069956140706,4.194107006981404,-4.438786580305224,-1.7459688597503191,-4.520513178585135,-1.7918088135027321,-9.214886827459372e-06,1.051074280440321,-8.763953381338676e-06,0.999639622990658,0.9980580210322247,1.0001707254582888,3.69921465099159e-05,4.948648648648649,4.0
b3c40,batch3,796.0,False,-6.575874710085955,1.900338027285598,-5.376993300057095,1.2223987181020903,3.8269209763114174,-4.307877631556612,-1.6554159874792436,-4.398518251289481,-1.7079476785492471,-1.0782481137906446e-05,1.0635744550228812,-1.0135610273288722e-05,0.9997676819335884,0.9980596370669669,1.0002541876338833,3.420308485765797e-05,5.087179487179487,4.0
b3c41,batch3,786.0,False,-7.0178933827628,2.0175018243736345,-3.367232350972833,-0.11085373994933512,5.0,-4.196192580999012,-1.6062342957722322,-4.234581936615435,-1.6245999393593924,7.176570191713343e-06,1.0540417646171918,6.803554434172729e-06,0.9992559579149709,0.9992949552087519,1.0003342852427946,3.6270673322919735e-05,5.135714285714284,4.0
b3c42,batch3,1642.0,False,-6.407576964592746,1.6809094175888601,-4.062233474566402,0.33463489898714405,5.0,-4.38255963778457,-2.2225523505007465,-4.442631254385254,-2.2602191163503202,-1.1110946197315694e-07,1.0695463049663987,-1.0384670388924373e-07,0.9996345626668017,0.9990908813067829,1.000039285283646,3.7748067453343914e-05,4.8,4.0
b3c43,batch3,1046.0,False,-6.736251362957258,1.8486935946298926,-4.327219034367634,0.43720243150263555,5.0,-4.151983347845354,-1.6978060089247469,-4.22067619882521,-1.7340834796156719,1.0605157699441611e-06,1.0728488349078538,9.880977867256986e-07,0.9995886806280219,0.9990861745419669,1.000181124409285,3.742837975180298e-05,4.7701149425287355,4.0
b3c44,batch3,940.0,False,-6.716923261331392,1.8507637274253967,-4.241116190750581,0.4399255718652598,5.0,-4.128815234662147,-1.5821877530171962,-4.1902713068926465,-1.612979429780263,2.156542980821176e-06,1.0732378971160583,2.0082015503409045e-06,0.9994134260437443,0.9990978405349338,1.0002337159707737,2.9879861106973368e-05,4.948648648648649,4.0
b3c45,batch3,1801.0,False,-6.150833801650591,1.5771512936058218,-3.9961832682073304,0.36301037174861256,5.0,-4.504246991743865,-1.7731275652668297,-4.573259733584829,-1.808909920106923,-2.447095856532005e-06,1.0716548574442382,-2.2826560536167204e-06,0.999641857593436,0.9989649628353002,1.0001419458965188,0.00037825746923471993,4.8,4.0
b4c0,batch4,857.0,False,-6.343238319887718,1.7950349385330107,-3.696075063030773,0.23817225526168095,5.0,-4.372367763700723,-1.8474363207835942,-4.412573352333725,-1.8691440067070721,-1.8087594310485535e-06,1.043155062892599,-1.7329038191406368e-06,0.9994073072473458,0.9985763197520687,1.0002539493013078,5.918954332142218e-05,4.84,4.0
b4c1,batch4,761.0,False,-5.9238781463654,1.70744479329246,-5.732803681896991,1.6292101650440658,3.0897386878413076,-4.144223487715553,-1.6484651002127977,-4.288015650221542,-1.729798057486634,-3.5813871366732266e-05,1.050833811480107,-3.4093233597588986e-05,1.0003476652991883,0.9966074188224189,1.0002987538878538,7.352956599753449e-05,4.98875,4.0
b4c2,batch4,743.0,False,-6.5162480993299186,1.8874705437900912,-4.376132625958558,0.6021355515529916,5.0,-3.9022669891814585,-1.9191528832172553,-3.9643502224081346,-1.9852589127922593,-8.86424118738464e-06,1.055298551048031,-8.398465642251621e-06,0.9998474134377393,0.9980696561005271,1.000558369175072,6.751900950726732e-05,4.98875,4.0
b4c3,batch4,778.0,False,-6.708260944427984,1.916137670984397,-3.6795823567397785,0.0902418074977056,5.0,-3.9963448220190743,-1.8181184348986876,-4.041678845647491,-1.8439982374296073,4.050948670371554e-06,1.0502844076784166,3.8548710403892575e-06,0.9994476051854205,0.9990432642673667,1.000538028950735,6.847218281656003e-05,5.1850000000000005,4.0
b4c4,batch4,657.0,False,-6.453324016829839,1.8231036877397497,-3.784961974862161,0.23813534716889068,5.0,-3.9805979588547804,-1.5321931845334222,-4.024085473421761,-1.5546640434452694,-9.867928262270707e-07,1.0437755688583794,-9.449333195956356e-07,0.9994988684354444,0.9987459529067778,1.0003473949066912,6.234519950111454e-05,5.45,4.0
b4c5,batch4,914.0,False,-6.333419820496736,1.7310243248619348,-3.360627562776059,-0.06182436263505153,5.0,-4.3840863120163505,-1.9228684815802592,-4.408380303505557,-1.9289779272348244,7.17554483610902e-06,1.0402820936780044,6.8918626739117315e-06,0.9991549764527538,0.9990700773818174,1.0004180690448954,5.6447948150850405e-05,4.8629999999999995,4.0
b4c6,batch4,707.0,False,-6.5657121719213976,1.876013664600531,-3.894854475745891,0.29141763801672244,5.0,-4.093592482004888,-1.592326022108001,-4.137836159365094,-1.6159436129295472,-2.13682993197199e-06,1.0390398308517828,-2.055811826940542e-06,0.9996445393088005,0.9987827701753295,1.000448186992866,5.986485670868852e-05,5.1850000000000005,4.0
b4c7,batch4,530.0,False,-6.804736419087065,1.979876458646684,-3.4972888205618253,0.05418574120288716,5.0,-3.8028691517336455,-1.426799520665005,-3.843149737058045,-1.4463564501319808,5.549177489171937e-06,1.0554866646753245,5.25326675164519e-06,0.9992026770027067,0.999186332968832,1.000052598331336,0.00016294235664264626,5.45,4.0
b4c8,batch4,678.0,False,-7.008258515541286,2.063644834485926,-3.2064414009268676,-0.1817322580581478,5.0,-4.226216667568626,-1.6827374830742747,-4.263266002142739,-1.7001753546578788,8.08191218305856e-06,1.0523000800544209,7.674288511619627e-06,0.999225707013543,0.9992806107212362,0.9999196620698639,0.00013885102377155214,4.8629999999999995,4.0
b4c9,batch4,443.0,False,-6.5894544618263104,2.0070338754171764,-4.310961592032286,0.6794229291515279,5.0,-3.5107672355543227,-1.2840733366877384,-3.5740997541861614,-1.3173018093272932,-9.051085961656887e-06,1.0618918003335391,-8.519663435221511e-06,0.9995442294757592,0.9980083322665422,1.0001637808511321,0.00016963376672746926,5.72,4.0
b4c10,batch4,873.0,False,-6.536168748960351,1.8125763522945015,-3.666453485285304,0.13032744166077187,5.0,-4.314575257828948,-1.6972950336050177,-4.365687231921135,-1.7225052961595173,3.188817563380713e-06,1.065077229900227,2.9919443349990095e-06,0.9993208206486434,0.9990182971287982,1.0001237480311902,0.0003759035527674405,4.84,4.0
b4c11,batch4,864.0,False,-6.736281390428277,1.882799550572707,-3.646810579246215,0.11796957177981326,5.0,-4.2993583440156335,-1.7195791621316523,-4.352124482348782,-1.7460438536424847,1.8481162646891804e-06,1.0622530430401975,1.7388857235258888e-06,0.9994699395306635,0.9991857483569129,1.0001322798409664,0.00016641746923140466,4.84,4.0
b4c12,batch4,819.0,False,-6.7637431710564435,1.9015466362043814,-3.84924117809446,0.2211126048753268,5.0,-4.220211689063911,-1.6616144946957208,-4.274570433756192,-1.689154807539433,1.8143487940622136e-06,1.0613049540700883,1.7087100184919717e-06,0.9995114575706762,0.9990807325170836,1.0001792541579975,0.00021173896958079542,4.9585,4.0
b4c13,batch4,772.0,False,-6.705565522523744,1.8834353820810987,-2.197814490726601,-0.7734636103452235,5.0,-4.14694773322304,-1.61492208800025,-4.174416004534745,-1.6243523534193547,1.695532838590101e-05,1.0694220590603993,1.5833484819386916e-05,0.9986641103177032,0.9994374575922027,1.0000548954051467,0.00012817363495183501,4.9585,4.0
b4c14,batch4,608.0,False,-7.261670582207731,2.1489062227187796,-3.33273229661034,-0.1331997192420053,5.0,-3.9078857722152303,-1.4769641136364997,-3.9620632608480646,-1.5041390118543003,5.934169449601291e-06,1.0636079240247367,5.575676846231369e-06,0.9993536797051503,0.9992309468852549,1.0003951395330233,0.00014013366458056443,5.1850000000000005,4.0
b4c15,batch4,676.0,False,-6.859910168881575,1.9908347339720458,-3.6340399880458305,0.12998535792191052,5.0,-4.123075770840822,-1.6064777114374267,-4.1768298328155105,-1.6332551852154924,3.268831168835167e-06,1.065194082539682,3.0668148603956437e-06,0.9993642598257201,0.9990780316242565,0.9999280175713594,0.00017342168165638598,5.1850000000000005,4.0
b4c16,batch4,910.0,False,-6.253526074604899,1.7158168621553282,-3.937353129905349,0.3620905153380932,5.0,-4.270301242713338,-1.6931603150151953,-4.336520204304395,-1.7285534179898723,-3.4639876314213637e-06,1.0595184724601112,-3.267927041401655e-06,0.9995500664060535,0.9987311265690398,1.0000232081726885,0.0001584365897521594,5.063000000000001,4.0
b4c17,batch4,828.0,False,-6.346175925194168,1.782405294128666,-4.267293592067206,0.5419108607704712,5.0,-4.304646206120026,-1.6983648844760248,-4.367376195030593,-1.7330426367694833,-6.500544217694088e-06,1.0420903136136876,-6.2366066582905695e-06,0.9997789678490387,0.9984970076867896,1.0004666089324814,0.00018291758188818873,5.063000000000001,4.0
b4c18,batch4,907.0,False,-6.036532275071809,1.643906242157605,-4.66244655575383,0.8572681461085014,4.623380175047549,-4.406355011713831,-1.815680977840142,-4.491496363971173,-1.8674438880784658,-1.1594312925172761e-05,1.0539744079389817,-1.0998376872702261e-05,0.9998011807606467,0.9983172766803518,1.0007379908252538,0.00026249884880404117,4.98875,4.0
